Contig_ID,Linkage_Group,Location_Used_Map_Creation,Location_SCL
G3_NODE_3747102_length_608_cov_11.509869,GR11,,42.73
G3_NODE_4499419_length_3312_cov_8.525362,GR11,,42.73
G3_NODE_614600_length_969_cov_11.291021,GR11,,42.73
G3_NODE_835246_length_250_cov_11.224000,GR11,,42.73
G3_NODE_1687362_length_366_cov_13.964480,GR11,,42.738
G3_NODE_3949983_length_429_cov_16.587412,GR11,,42.738
G3_NODE_4945353_length_1357_cov_6.538688,GR11,,42.738
G3_NODE_5024616_length_2326_cov_7.287189,GR19,,42.797
G3_NODE_2322047_length_1162_cov_9.771085,GR8,,42.976
G3_NODE_2440975_length_6639_cov_8.455490,GR8,,42.976
G3_NODE_2477299_length_1006_cov_9.169980,GR8,,42.976
G3_NODE_2587312_length_213_cov_17.276995,GR8,,42.976
G3_NODE_2604470_length_2154_cov_10.533426,GR8,,42.976
G3_NODE_2768643_length_3074_cov_7.466818,GR8,,42.976
G3_NODE_3464162_length_2264_cov_7.383834,GR8,,42.976
G3_NODE_3828851_length_59_cov_4.525424,GR8,,42.976
G3_NODE_3952041_length_4839_cov_8.433354,GR8,,42.976
G3_NODE_831977_length_485_cov_14.983505,GR8,,42.976
G3_NODE_1040435_length_5597_cov_9.458282,GR18,,43.072
G3_NODE_128131_length_692_cov_37.315029,GR18,,43.072
G3_NODE_1443456_length_821_cov_12.764921,GR18,,43.072
G3_NODE_3191958_length_1025_cov_6.518049,GR18,,43.072
G3_NODE_4153493_length_8481_cov_6.242071,GR18,,43.072
G3_NODE_4185143_length_921_cov_8.207383,GR18,,43.072
G3_NODE_427944_length_1526_cov_12.824377,GR18,,43.072
G3_NODE_485188_length_1006_cov_15.520875,GR18,,43.072
G3_NODE_4305924_length_5142_cov_8.693699,GR8,,43.134
G3_NODE_154005_length_847_cov_11.004723,GR2,,43.525
G3_NODE_2351649_length_236_cov_6.728814,GR2,,43.525
G3_NODE_1017133_length_182_cov_13.148352,GR14,,43.558
G3_NODE_2930560_length_2076_cov_8.421002,GR14,,43.558
G3_NODE_4239135_length_3606_cov_7.721298,GR14,,43.558
G3_NODE_427866_length_636_cov_12.737421,GR14,,43.558
G3_NODE_4537024_length_303_cov_22.960396,GR14,,43.558
G3_NODE_4534213_length_748_cov_6.727273,GR6,,43.619
G3_NODE_622836_length_4525_cov_9.055691,GR6,,43.619
G3_NODE_118107_length_4087_cov_8.486910,GR8,,43.724
G3_NODE_1842106_length_1750_cov_16.529715,GR8,,43.724
G3_NODE_1899042_length_1401_cov_6.483940,GR8,,43.724
G3_NODE_1934320_length_247_cov_5.182186,GR8,,43.724
G3_NODE_2278952_length_462_cov_12.277057,GR8,,43.724
G3_NODE_2414550_length_2737_cov_8.731092,GR8,,43.724
G3_NODE_2545820_length_1121_cov_8.389831,GR8,,43.724
G3_NODE_3320858_length_1855_cov_9.364960,GR8,,43.724
G3_NODE_3334448_length_1496_cov_5.379011,GR8,,43.724
G3_NODE_3566640_length_1150_cov_7.653043,GR8,,43.724
G3_NODE_4165506_length_286_cov_11.059441,GR8,,43.724
G3_NODE_4830227_length_132_cov_5.871212,GR8,,43.724
G3_NODE_5675384_length_3112_cov_8.445373,GR8,,43.724
G3_NODE_1404501_length_1545_cov_7.502265,GR20,,43.831
G3_NODE_1720989_length_760_cov_7.223684,GR20,,43.831
G3_NODE_2711340_length_110_cov_15.681818,GR20,,43.831
G3_NODE_2922523_length_480_cov_5.735417,GR20,,43.831
G3_NODE_3456475_length_2654_cov_7.056142,GR20,,43.831
G3_NODE_3602474_length_242_cov_13.409091,GR20,,43.831
G3_NODE_3916017_length_2606_cov_8.331926,GR20,,43.831
G3_NODE_4166236_length_2455_cov_6.033401,GR20,,43.831
G3_NODE_48897_length_1727_cov_15.629416,GR20,,43.831
G3_NODE_5345465_length_1796_cov_5.198218,GR20,,43.831
G3_NODE_2087347_length_590_cov_15.391525,GR7,,43.951
G3_NODE_3163466_length_2755_cov_6.890381,GR7,,43.951
G3_NODE_4005962_length_803_cov_12.703611,GR7,,43.951
G3_NODE_5552100_length_1347_cov_6.211581,GR7,,43.951
G3_NODE_898461_length_3835_cov_8.155149,GR7,,43.951
G3_NODE_4054652_length_3009_cov_7.821203,GR5,,44.155
G3_NODE_1265588_length_521_cov_12.882917,GR12,,44.189
G3_NODE_3384848_length_2323_cov_5.723203,GR12,,44.189
G3_NODE_3944655_length_1450_cov_7.388276,GR12,,44.189
G3_NODE_4927428_length_4431_cov_7.988716,GR12,,44.189
G3_NODE_1950202_length_666_cov_12.714715,GR16,,44.195
G3_NODE_2563696_length_702_cov_9.834758,GR16,,44.195
G3_NODE_2639332_length_288_cov_6.093750,GR16,,44.195
G3_NODE_2838717_length_5099_cov_6.563444,GR16,,44.195
G3_NODE_3031782_length_1622_cov_6.563502,GR16,,44.195
G3_NODE_3475149_length_1032_cov_6.958333,GR16,,44.195
G3_NODE_439631_length_1568_cov_11.086735,GR16,,44.195
G3_NODE_4893370_length_2211_cov_6.672998,GR16,,44.195
G3_NODE_5237611_length_300_cov_5.193333,GR16,,44.195
G3_NODE_5262844_length_237_cov_5.535865,GR16,,44.195
G3_NODE_5560204_length_4640_cov_8.515517,GR16,,44.195
G3_NODE_5735550_length_194_cov_12.876288,GR16,,44.195
G3_NODE_92191_length_3417_cov_11.732806,GR16,,44.195
G3_NODE_1650928_length_3145_cov_7.216216,GR11,,44.239
G3_NODE_2385695_length_927_cov_7.498382,GR11,,44.239
G3_NODE_2509734_length_56_cov_35.196430,GR11,,44.239
G3_NODE_4231217_length_3029_cov_7.529878,GR11,,44.239
G3_NODE_1207528_length_1833_cov_9.793235,GR8,,44.441
G3_NODE_2075408_length_1288_cov_6.727485,GR8,,44.441
G3_NODE_3825605_length_606_cov_5.346535,GR8,,44.441
G3_NODE_41766_length_6587_cov_8.770305,GR8,,44.441
G3_NODE_427240_length_2413_cov_9.304186,GR8,,44.441
G3_NODE_3921233_length_507_cov_11.116371,GR9,,44.477
G3_NODE_2966686_length_1500_cov_11.044000,GR8,,44.585
G3_NODE_4500078_length_873_cov_6.318442,GR11,,44.589
G3_NODE_4502425_length_3569_cov_9.037266,GR11,,44.589
G3_NODE_474671_length_353_cov_11.521247,GR11,,44.589
G3_NODE_5158464_length_4703_cov_5.559430,GR11,,44.589
G3_NODE_5284283_length_3849_cov_4.876591,GR11,,44.589
G3_NODE_944433_length_3009_cov_8.873713,GR11,,44.589
G3_NODE_1842011_length_819_cov_12.584860,GR18,,44.638
G3_NODE_276590_length_223_cov_16.295963,GR18,,44.638
G3_NODE_3016641_length_152_cov_19.697369,GR18,,44.638
G3_NODE_1001169_length_1090_cov_11.819266,GR20,,44.745
G3_NODE_1114511_length_1204_cov_7.839701,GR20,,44.745
G3_NODE_2075862_length_391_cov_6.199489,GR20,,44.745
G3_NODE_2431286_length_2352_cov_7.619048,GR20,,44.745
G3_NODE_285328_length_1300_cov_10.966154,GR20,,44.745
G3_NODE_3812284_length_3253_cov_6.853981,GR20,,44.745
G3_NODE_4141684_length_1069_cov_4.816651,GR20,,44.745
G3_NODE_5397267_length_2223_cov_5.914080,GR20,,44.745
G3_NODE_658655_length_814_cov_10.843981,GR20,,44.745
G3_NODE_676162_length_1284_cov_10.244548,GR20,,44.745
G3_NODE_679754_length_606_cov_11.341584,GR20,,44.745
G3_NODE_940148_length_2782_cov_8.167505,GR20,,44.745
G3_NODE_967401_length_2283_cov_8.983356,GR20,,44.745
G3_NODE_1000527_length_4893_cov_9.058860,GR11,,44.832
G3_NODE_113770_length_2327_cov_9.077783,GR11,,44.832
G3_NODE_2325713_length_304_cov_5.578948,GR11,,44.832
G3_NODE_3012680_length_995_cov_11.423116,GR11,,44.832
G3_NODE_3120754_length_3013_cov_8.411218,GR11,,44.832
G3_NODE_35590_length_990_cov_10.553535,GR11,,44.832
G3_NODE_3566296_length_1278_cov_6.034429,GR11,,44.832
G3_NODE_4720482_length_1723_cov_6.468949,GR11,,44.832
G3_NODE_1818738_length_417_cov_13.748201,GR16,,44.86
G3_NODE_2044585_length_411_cov_19.727493,GR16,,44.86
G3_NODE_2600553_length_1313_cov_9.664128,GR16,,44.86
G3_NODE_309425_length_3809_cov_11.672092,GR16,,44.86
G3_NODE_693906_length_3867_cov_9.132144,GR16,,44.86
G3_NODE_2874530_length_537_cov_7.577281,GR9,,45.245
G3_NODE_1440302_length_913_cov_7.852136,GR20,,45.369
G3_NODE_1900564_length_2041_cov_7.806468,GR20,,45.369
G3_NODE_4386892_length_1267_cov_5.576164,GR20,,45.369
G3_NODE_4813502_length_4081_cov_7.707915,GR20,,45.369
G3_NODE_709654_length_2343_cov_9.411012,GR20,,45.369
G3_NODE_1001934_length_5800_cov_8.721896,GR9,,45.5
G3_NODE_1073894_length_351_cov_10.213675,GR9,,45.5
G3_NODE_1103679_length_4526_cov_6.009943,GR9,,45.5
G3_NODE_1702280_length_778_cov_8.919024,GR9,,45.5
G3_NODE_1895141_length_3057_cov_8.712463,GR9,,45.5
G3_NODE_2014125_length_4931_cov_6.843034,GR9,,45.5
G3_NODE_2685255_length_463_cov_4.619870,GR9,,45.5
G3_NODE_3461629_length_2810_cov_7.400712,GR9,,45.5
G3_NODE_3876333_length_298_cov_11.929530,GR9,,45.5
G3_NODE_400073_length_346_cov_23.670521,GR9,,45.5
G3_NODE_4381334_length_3464_cov_4.760681,GR9,,45.5
G3_NODE_4597466_length_1406_cov_8.627312,GR9,,45.5
G3_NODE_987267_length_1351_cov_8.330126,GR9,,45.5
G3_NODE_1862769_length_804_cov_6.572139,GR18,,45.554
G3_NODE_1995290_length_3123_cov_7.765610,GR18,,45.554
G3_NODE_2005157_length_3119_cov_8.817570,GR18,,45.554
G3_NODE_232130_length_2653_cov_10.833019,GR18,,45.554
G3_NODE_3137897_length_2354_cov_8.618946,GR18,,45.554
G3_NODE_400928_length_1199_cov_11.110926,GR18,,45.554
G3_NODE_4612803_length_4706_cov_7.859754,GR18,,45.554
G3_NODE_63208_length_1413_cov_12.432413,GR18,,45.554
G3_NODE_795013_length_233_cov_8.854077,GR18,,45.554
G3_NODE_860075_length_2371_cov_12.242092,GR18,,45.554
G3_NODE_922281_length_4603_cov_8.574191,GR18,,45.554
G3_NODE_974793_length_51_cov_12.274509,GR18,,45.554
G3_NODE_1204144_length_906_cov_8.706402,GR16,,45.653
G3_NODE_1419159_length_401_cov_11.620948,GR16,,45.653
G3_NODE_1532441_length_2176_cov_7.256893,GR16,,45.653
G3_NODE_1963274_length_2419_cov_8.292683,GR16,,45.653
G3_NODE_2296251_length_1114_cov_11.070915,GR16,,45.653
G3_NODE_245645_length_1780_cov_9.251123,GR16,,45.653
G3_NODE_2701976_length_4446_cov_8.424202,GR16,,45.653
G3_NODE_2797951_length_1121_cov_6.755575,GR16,,45.653
G3_NODE_2878836_length_70_cov_17.228571,GR16,,45.653
G3_NODE_3183427_length_1322_cov_11.047655,GR16,,45.653
G3_NODE_3477692_length_1363_cov_8.640499,GR16,,45.653
G3_NODE_5116746_length_2500_cov_6.647200,GR16,,45.653
G3_NODE_3382897_length_1059_cov_7.042493,GR8,,45.792
G3_NODE_2831707_length_129_cov_11.054263,GR17,,45.846
G3_NODE_2941185_length_6115_cov_7.495012,GR17,,45.846
G3_NODE_3582355_length_2816_cov_6.221591,GR17,,45.846
G3_NODE_3969948_length_4278_cov_8.750585,GR17,,45.846
G3_NODE_660864_length_604_cov_13.453643,GR17,,45.846
G3_NODE_704926_length_3436_cov_9.298312,GR17,,45.846
G3_NODE_879936_length_318_cov_11.056603,GR17,,45.846
G3_NODE_896705_length_2715_cov_7.768692,GR17,,45.846
G3_NODE_6031194_length_51_cov_5.117647,GR11,,45.899
G3_NODE_1065863_length_4307_cov_9.558393,GR11,,46.036
G3_NODE_1090780_length_788_cov_10.524112,GR11,,46.036
G3_NODE_1193915_length_1728_cov_11.701967,GR11,,46.036
G3_NODE_2625555_length_2823_cov_9.782146,GR11,,46.036
G3_NODE_4089558_length_907_cov_8.934951,GR11,,46.036
G3_NODE_5601594_length_9697_cov_7.780241,GR11,,46.036
G3_NODE_785771_length_1590_cov_11.802516,GR11,,46.036
G3_NODE_1726352_length_5672_cov_9.005113,GR7,,46.114
G3_NODE_2857090_length_3583_cov_7.522467,GR7,,46.114
G3_NODE_1260448_length_878_cov_8.479499,GR5,,46.128
G3_NODE_2158123_length_5525_cov_8.138642,GR11,,46.374
G3_NODE_1725657_length_2417_cov_8.328506,GR19,,46.425
G3_NODE_315119_length_1736_cov_13.008064,GR19,,46.425
G3_NODE_4648778_length_1658_cov_7.162244,GR19,,46.425
G3_NODE_928827_length_956_cov_12.303348,GR19,,46.425
G3_NODE_173921_length_2956_cov_10.230379,GR1,,46.444
G3_NODE_2051524_length_3849_cov_8.637568,GR1,,46.444
G3_NODE_32602_length_2123_cov_12.184645,GR1,,46.444
G3_NODE_522032_length_1495_cov_10.646823,GR1,,46.444
G3_NODE_835988_length_280_cov_21.003571,GR1,,46.444
G3_NODE_4756081_length_852_cov_7.319249,GR2,,46.534
G3_NODE_568164_length_6171_cov_6.740075,GR11,,46.679
G3_NODE_604088_length_107_cov_10.897196,GR11,,46.679
G3_NODE_614075_length_4695_cov_8.952929,GR12,,46.866
G3_NODE_847938_length_1564_cov_9.855498,GR12,,46.866
G3_NODE_1601058_length_605_cov_16.719007,GR9,,46.961
G3_NODE_2081973_length_1781_cov_6.465469,GR9,,46.961
G3_NODE_2151305_length_7983_cov_7.910810,GR9,,46.961
G3_NODE_4448488_length_2660_cov_6.622932,GR9,,46.961
G3_NODE_5527202_length_538_cov_13.210037,GR9,,46.961
G3_NODE_1783321_length_755_cov_11.035762,GR11,,47.14
G3_NODE_2122262_length_360_cov_13.300000,GR11,,47.14
G3_NODE_3567675_length_1798_cov_7.458287,GR16,,47.161
G3_NODE_156091_length_2184_cov_9.618132,GR19,,47.197
G3_NODE_1692370_length_110_cov_26.963636,GR19,,47.197
G3_NODE_1288275_length_608_cov_25.838816,GR3,,47.219
G3_NODE_1513324_length_2391_cov_9.507737,GR3,,47.219
G3_NODE_2284296_length_2977_cov_9.540812,GR3,,47.219
G3_NODE_3641697_length_1479_cov_6.150777,GR3,,47.219
G3_NODE_4476491_length_313_cov_21.022364,GR3,,47.219
G3_NODE_5132436_length_327_cov_12.938838,GR3,,47.219
G3_NODE_980777_length_681_cov_11.769457,GR3,,47.219
G3_NODE_671951_length_852_cov_6.759390,GR6,,47.337
G3_NODE_5235326_length_142_cov_11.838028,GR18,,47.437
G3_NODE_1206942_length_483_cov_11.857142,GR11,,47.613
G3_NODE_1655727_length_318_cov_11.773585,GR11,,47.613
G3_NODE_1802348_length_859_cov_11.694994,GR11,,47.613
G3_NODE_1972517_length_842_cov_30.019003,GR11,,47.613
G3_NODE_2229284_length_406_cov_8.268473,GR11,,47.613
G3_NODE_2597019_length_498_cov_10.847389,GR11,,47.613
G3_NODE_2910425_length_1329_cov_11.150489,GR11,,47.613
G3_NODE_3042500_length_5542_cov_7.427643,GR11,,47.613
G3_NODE_3233392_length_551_cov_12.393829,GR11,,47.613
G3_NODE_3467633_length_1188_cov_6.347643,GR11,,47.613
G3_NODE_3698050_length_375_cov_14.613334,GR11,,47.613
G3_NODE_3743028_length_2839_cov_9.311729,GR11,,47.613
G3_NODE_4186878_length_2705_cov_5.414418,GR11,,47.613
G3_NODE_4899910_length_144_cov_26.020834,GR11,,47.613
G3_NODE_5416094_length_675_cov_10.059259,GR11,,47.613
G3_NODE_590667_length_1109_cov_7.451758,GR11,,47.613
G3_NODE_687356_length_1198_cov_14.908180,GR11,,47.613
G3_NODE_750528_length_702_cov_12.038462,GR11,,47.613
G3_NODE_955474_length_4169_cov_9.425522,GR11,,47.613
G3_NODE_1049519_length_3508_cov_6.883410,GR3,,47.67
G3_NODE_2274833_length_4800_cov_8.360416,GR3,,47.67
G3_NODE_1366968_length_249_cov_8.044177,GR11,,47.684
G3_NODE_1594067_length_2107_cov_11.802089,GR11,,47.684
G3_NODE_2049216_length_183_cov_14.846994,GR11,,47.684
G3_NODE_2701993_length_734_cov_6.044959,GR11,,47.684
G3_NODE_2818172_length_1475_cov_11.769491,GR11,,47.684
G3_NODE_3308132_length_4071_cov_7.770081,GR11,,47.684
G3_NODE_4340033_length_120_cov_15.308333,GR11,,47.684
G3_NODE_785010_length_1449_cov_8.526570,GR11,,47.684
G3_NODE_96056_length_3290_cov_11.212158,GR11,,47.684
G3_NODE_1419993_length_1336_cov_10.231287,GR16,,47.686
G3_NODE_3441678_length_6454_cov_8.025101,GR16,,47.686
G3_NODE_535843_length_1334_cov_11.233883,GR16,,47.686
G3_NODE_208802_length_3594_cov_8.259600,GR6,,47.728
G3_NODE_4378831_length_4022_cov_6.795624,GR4,,47.734
G3_NODE_5439801_length_493_cov_15.162271,GR4,,47.734
G3_NODE_619942_length_2019_cov_8.274889,GR4,,47.734
G3_NODE_1610296_length_2533_cov_7.903672,GR11,,47.879
G3_NODE_2171302_length_5202_cov_8.998462,GR11,,47.879
G3_NODE_2195933_length_453_cov_12.357615,GR11,,47.879
G3_NODE_2275372_length_1854_cov_6.408846,GR11,,47.879
G3_NODE_2525265_length_257_cov_13.035020,GR11,,47.879
G3_NODE_2702932_length_1793_cov_8.243168,GR11,,47.879
G3_NODE_3262841_length_510_cov_5.766667,GR11,,47.879
G3_NODE_3285749_length_1694_cov_6.278630,GR11,,47.879
G3_NODE_454900_length_803_cov_13.027397,GR11,,47.879
G3_NODE_894506_length_3368_cov_5.384501,GR11,,47.879
G3_NODE_4870170_length_3773_cov_6.585211,GR2,,47.886
G3_NODE_2781442_length_196_cov_10.658163,GR18,,48.024
G3_NODE_4382965_length_4274_cov_7.770473,GR18,,48.024
G3_NODE_2197696_length_1500_cov_8.207334,GR5,,48.243
G3_NODE_1470056_length_796_cov_8.868091,GR3,,48.268
G3_NODE_1476086_length_239_cov_4.589958,GR3,,48.268
G3_NODE_1595774_length_2044_cov_9.030822,GR3,,48.268
G3_NODE_2167639_length_2491_cov_11.302690,GR3,,48.268
G3_NODE_2458826_length_601_cov_5.222962,GR3,,48.268
G3_NODE_2991729_length_3703_cov_8.076425,GR3,,48.268
G3_NODE_3173148_length_1845_cov_8.169106,GR3,,48.268
G3_NODE_3360189_length_4367_cov_7.461186,GR3,,48.268
G3_NODE_349414_length_509_cov_7.978389,GR3,,48.268
G3_NODE_4049121_length_918_cov_4.083878,GR3,,48.268
G3_NODE_432565_length_1210_cov_11.113223,GR3,,48.268
G3_NODE_5985307_length_1461_cov_5.006160,GR3,,48.268
G3_NODE_655097_length_1691_cov_9.294500,GR3,,48.268
G3_NODE_719048_length_1752_cov_9.231735,GR3,,48.268
G3_NODE_1099942_length_4042_cov_10.565314,GR16,,48.311
G3_NODE_2303249_length_366_cov_17.994535,GR16,,48.311
G3_NODE_4011616_length_6530_cov_7.302910,GR16,,48.311
G3_NODE_645450_length_3476_cov_8.875144,GR16,,48.311
G3_NODE_696062_length_790_cov_7.054430,GR16,,48.311
G3_NODE_1119580_length_3968_cov_9.124244,GR8,,48.328
G3_NODE_1402348_length_1332_cov_20.039040,GR8,,48.328
G3_NODE_1583221_length_2850_cov_9.144562,GR8,,48.328
G3_NODE_2429788_length_2195_cov_6.993166,GR8,,48.328
G3_NODE_2555197_length_1374_cov_11.120088,GR8,,48.328
G3_NODE_2680072_length_504_cov_12.767858,GR8,,48.328
G3_NODE_338666_length_1280_cov_8.878125,GR8,,48.328
G3_NODE_510377_length_3737_cov_10.035590,GR8,,48.328
G3_NODE_1048918_length_4307_cov_9.549338,GR18,,48.39
G3_NODE_2637172_length_566_cov_11.588339,GR18,,48.39
G3_NODE_2762417_length_5005_cov_6.437762,GR18,,48.39
G3_NODE_3432235_length_1784_cov_8.608745,GR18,,48.39
G3_NODE_3998819_length_330_cov_13.306061,GR18,,48.39
G3_NODE_970588_length_915_cov_11.205464,GR18,,48.39
G3_NODE_5616748_length_2196_cov_6.548270,GR9,,48.461
G3_NODE_1044326_length_5164_cov_7.640202,GR11,,48.512
G3_NODE_2762725_length_576_cov_8.208333,GR11,,48.512
G3_NODE_2796041_length_1809_cov_7.524046,GR11,,48.512
G3_NODE_3451723_length_6134_cov_7.652755,GR11,,48.512
G3_NODE_3502192_length_2062_cov_5.990301,GR11,,48.512
G3_NODE_3813332_length_376_cov_13.577127,GR11,,48.512
G3_NODE_4399053_length_1245_cov_6.334136,GR11,,48.512
G3_NODE_974619_length_1181_cov_9.117697,GR11,,48.512
G3_NODE_2562851_length_584_cov_11.077055,GR7,,48.556
G3_NODE_1528495_length_335_cov_7.402985,GR20,,48.561
G3_NODE_5348564_length_915_cov_4.648088,GR20,,48.561
G3_NODE_708563_length_734_cov_24.143051,GR20,,48.561
G3_NODE_846403_length_1244_cov_8.045820,GR20,,48.561
G3_NODE_4981095_length_1277_cov_6.647612,GR2,,48.801
G3_NODE_2667522_length_3124_cov_7.663892,GR11,,48.835
G3_NODE_4452173_length_2575_cov_9.690097,GR11,,48.835
G3_NODE_5919651_length_4449_cov_7.095302,GR11,,49.046
G3_NODE_1217026_length_1008_cov_13.087301,GR18,,49.594
G3_NODE_1697949_length_1284_cov_9.071651,GR18,,49.594
G3_NODE_1739995_length_256_cov_9.386719,GR18,,49.594
G3_NODE_2548576_length_2271_cov_7.537208,GR18,,49.594
G3_NODE_3015125_length_175_cov_15.731428,GR18,,49.594
G3_NODE_3096678_length_2752_cov_7.921875,GR18,,49.594
G3_NODE_3513713_length_6844_cov_8.267972,GR18,,49.594
G3_NODE_4088613_length_2109_cov_8.417259,GR18,,49.594
G3_NODE_939572_length_7311_cov_8.781562,GR18,,49.594
G3_NODE_2434158_length_860_cov_10.361628,GR11,,49.654
G3_NODE_2193448_length_929_cov_7.255113,GR3,,49.655
G3_NODE_4793140_length_3265_cov_6.392037,GR3,,49.655
G3_NODE_1475708_length_425_cov_12.098824,GR2,,49.693
G3_NODE_1762003_length_3606_cov_7.725458,GR16,,49.702
G3_NODE_2923578_length_3712_cov_8.429688,GR16,,49.702
G3_NODE_3056626_length_118_cov_5.271186,GR16,,49.702
G3_NODE_3431881_length_5067_cov_7.824354,GR16,,49.702
G3_NODE_4193143_length_1959_cov_7.930577,GR16,,49.702
G3_NODE_1953214_length_2894_cov_6.481341,GR8,,49.765
G3_NODE_2393356_length_2988_cov_8.838018,GR8,,49.765
G3_NODE_4738567_length_10070_cov_8.117477,GR8,,49.765
G3_NODE_606672_length_1486_cov_8.567967,GR8,,49.765
G3_NODE_854999_length_2111_cov_8.731880,GR8,,49.765
G3_NODE_1497416_length_1953_cov_8.729135,GR1,,49.81
G3_NODE_1997254_length_1832_cov_12.234716,GR9,,49.945
G3_NODE_1327636_length_490_cov_10.836735,GR18,,49.958
G3_NODE_5921846_length_4025_cov_8.918757,GR18,,49.958
G3_NODE_1076176_length_1533_cov_11.851272,GR6,,50.027
G3_NODE_31174_length_1632_cov_9.389093,GR6,,50.027
G3_NODE_3301991_length_229_cov_38.131004,GR9,,50.485
G3_NODE_490410_length_1394_cov_11.449067,GR9,,50.485
G3_NODE_1407247_length_1717_cov_11.048340,GR18,,50.52
G3_NODE_154321_length_1102_cov_8.394737,GR18,,50.52
G3_NODE_1983574_length_3033_cov_6.960435,GR18,,50.52
G3_NODE_2106189_length_938_cov_8.188700,GR18,,50.52
G3_NODE_2164979_length_2953_cov_8.373857,GR18,,50.52
G3_NODE_3458925_length_3227_cov_7.577316,GR18,,50.52
G3_NODE_552004_length_205_cov_15.741464,GR18,,50.52
G3_NODE_853837_length_1936_cov_7.282025,GR18,,50.52
G3_NODE_1276234_length_1576_cov_9.388959,GR16,,50.668
G3_NODE_1411616_length_1034_cov_8.064796,GR16,,50.668
G3_NODE_2569257_length_962_cov_13.648648,GR16,,50.668
G3_NODE_2678333_length_1714_cov_7.593932,GR16,,50.668
G3_NODE_3057233_length_4297_cov_6.877357,GR16,,50.668
G3_NODE_3179772_length_3975_cov_8.029182,GR16,,50.668
G3_NODE_3601562_length_419_cov_11.565633,GR16,,50.668
G3_NODE_4290823_length_5157_cov_8.277875,GR16,,50.668
G3_NODE_545892_length_1422_cov_8.674402,GR16,,50.668
G3_NODE_790264_length_1014_cov_7.360947,GR16,,50.668
G3_NODE_949825_length_3512_cov_9.716685,GR16,,50.668
G3_NODE_1087552_length_1110_cov_8.436036,GR8,,51.036
G3_NODE_1223319_length_182_cov_12.780220,GR8,,51.036
G3_NODE_185110_length_3835_cov_8.457627,GR8,,51.036
G3_NODE_280220_length_684_cov_8.339181,GR8,,51.036
G3_NODE_2820023_length_1859_cov_8.032275,GR8,,51.036
G3_NODE_5298705_length_6767_cov_6.483671,GR8,,51.036
G3_NODE_456721_length_780_cov_11.812820,GR12,,51.051
G3_NODE_1580756_length_2410_cov_6.687137,GR14,,51.164
G3_NODE_3180625_length_1855_cov_7.923450,GR14,,51.164
G3_NODE_3445572_length_1846_cov_15.440953,GR14,,51.164
G3_NODE_4100648_length_698_cov_4.633238,GR14,,51.164
G3_NODE_1057368_length_756_cov_10.629630,GR18,,51.305
G3_NODE_3198279_length_194_cov_11.664948,GR18,,51.305
G3_NODE_1238162_length_2520_cov_8.735714,GR16,,51.508
G3_NODE_1397302_length_905_cov_11.433149,GR16,,51.508
G3_NODE_1926908_length_4592_cov_8.904616,GR16,,51.508
G3_NODE_1964484_length_372_cov_21.978495,GR16,,51.508
G3_NODE_2371899_length_1025_cov_6.174634,GR16,,51.508
G3_NODE_2829652_length_259_cov_13.065637,GR16,,51.508
G3_NODE_3095516_length_226_cov_21.880531,GR16,,51.508
G3_NODE_4525843_length_3357_cov_7.232052,GR16,,51.508
G3_NODE_564518_length_1198_cov_5.519199,GR16,,51.508
G3_NODE_614815_length_3486_cov_9.253586,GR16,,51.508
G3_NODE_670701_length_179_cov_16.486034,GR16,,51.508
G3_NODE_5765296_length_225_cov_7.026667,GR11,,51.639
G3_NODE_682926_length_2522_cov_8.869548,GR11,,51.639
G3_NODE_5099297_length_3836_cov_9.103494,GR6,,51.723
G3_NODE_786958_length_3538_cov_8.918598,GR6,,51.723
G3_NODE_1872381_length_5367_cov_7.360909,GR8,,51.73
G3_NODE_1991531_length_2414_cov_7.471831,GR8,,51.73
G3_NODE_30383_length_3013_cov_11.731829,GR8,,51.73
G3_NODE_1879998_length_2670_cov_8.844944,GR11,,51.774
G3_NODE_1894761_length_1279_cov_18.707584,GR11,,51.774
G3_NODE_1957402_length_1149_cov_9.123586,GR11,,51.774
G3_NODE_2807439_length_1173_cov_6.080136,GR11,,51.774
G3_NODE_3415805_length_5148_cov_8.099845,GR11,,51.774
G3_NODE_3621336_length_10316_cov_8.200659,GR11,,51.774
G3_NODE_4456035_length_774_cov_7.658915,GR11,,51.774
G3_NODE_71240_length_2730_cov_9.987546,GR11,,51.774
G3_NODE_1013885_length_1433_cov_11.971389,GR14,,51.775
G3_NODE_1717531_length_614_cov_12.304561,GR14,,51.775
G3_NODE_1898550_length_374_cov_11.788770,GR14,,51.775
G3_NODE_2239788_length_1034_cov_10.045455,GR14,,51.775
G3_NODE_3540100_length_103_cov_38.611652,GR14,,51.775
G3_NODE_1137776_length_2519_cov_10.831679,GR18,,51.911
G3_NODE_2658020_length_554_cov_10.931408,GR8,,52.127
G3_NODE_3069684_length_936_cov_13.476496,GR8,,52.127
G3_NODE_3082445_length_663_cov_14.785822,GR8,,52.127
G3_NODE_3172432_length_4117_cov_5.988341,GR8,,52.127
G3_NODE_3066460_length_1541_cov_6.519793,GR11,,52.161
G3_NODE_1468633_length_2688_cov_11.194941,GR18,,52.173
G3_NODE_3016519_length_428_cov_16.516356,GR15,,52.228
G3_NODE_814215_length_990_cov_10.276768,GR15,,52.228
G3_NODE_1010290_length_3108_cov_8.531854,GR10,,52.326
