adventure,romance,action,thriller,comedy,drama,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
1,0,0,0,0,0,HayaoMiyazaki,134,745,JadaPinkettSmith,893,2298191,Adventure|Animation|Fantasy,MinnieDriver,PrincessMononoke ,2710,BillyCrudup,Japanese,Japan,PG-13,2400000000,1997,851,8.4,11000
0,1,0,1,1,1,Jean-PaulRappeneau,114,413,PeterCoyote,572,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,IsabelleAdjani,Bonvoyage ,1776,VirginieLedoyen,French,France,PG-13,20000000,2003,548,6.9,235
0,0,0,0,1,0,NancyWalker,124,161,RandyJones,801,2000000,Biography|Comedy|Musical,SteveGuttenberg,Can'tStoptheMusic ,1462,CaitlynJenner,English,USA,PG,20000000,1980,174,4.5,1000
0,0,0,0,0,1,JohnHillcoat,104,430,NoahTaylor,1000,1900725,Crime|Drama|Western,RayWinstone,TheProposition ,2129,DannyHuston,English,Australia,R,2000000,2005,509,7.4,0
0,0,0,0,0,1,AngeloPizzo,118,400,FinnWittrock,2000,2246000,Biography|Drama|Sport,DonnyBoaz,Courage ,3384,BrentAnderson,English,USA,PG,20000000,2015,769,7.0,0
0,0,0,0,1,0,RichardBenjamin,80,587,JaneKrakowski,836,1646664,Comedy|Music,DamonWayans,MarciX ,2467,PaulaGarcés,English,USA,R,20000000,2003,624,2.8,241
0,0,1,1,0,1,KurtWimmer,107,722,EmilyWatson,23000,1190018,Action|Drama|Sci-Fi|Thriller,ChristianBale,Equilibrium ,25088,SeanPertwee,English,USA,R,20000000,2002,876,7.5,20000
0,0,0,0,0,1,RogerSpottiswoode,125,2,GuangLi,991,1027749,Drama|War,RadhaMitchell,TheChildrenofHuangShi ,1003,MatthewWalker,English,Australia,R,40000000,2008,10,7.1,1000
0,1,0,1,0,1,JamesGray,115,977,EllenBurstyn,9000,882710,Crime|Drama|Romance|Thriller,CharlizeTheron,TheYards ,11433,FayeDunaway,English,USA,R,24000000,2000,1000,6.4,401
1,0,0,0,0,0,MatthewDiamond,88,231,GarrettClayton,979,1064277,Adventure|Family|Fantasy|Musical,ChazzPalminteri,TheOogielovesintheBigBalloonAdventure ,1978,ToniBraxton,English,USA,G,20000000,2012,532,6.7,831
0,1,0,0,0,1,AngelinaJoliePitt,122,188,AngelinaJoliePitt,11000,531009,Drama|Romance,BradPitt,BytheSea ,22319,MelvilPoupaud,English,USA,R,10000000,2015,11000,5.3,0
1,0,1,1,0,0,KatsuhiroÔtomo,103,101,RobinAtkinDownes,488,410388,Action|Adventure|Animation|Family|Sci-Fi|Thriller,WilliamHootkins,Steamboy ,991,RosalindAyres,Japanese,Japan,PG-13,2127519898,2004,336,6.9,973
0,0,0,0,0,1,DavidAnspaugh,101,407,CostasMandylor,18000,375474,Drama|History|Sport,GerardButler,TheGameofTheirLives ,20354,JimmyJean-Louis,English,USA,PG,20000000,2005,723,6.2,445
1,1,1,0,0,1,KevinReynolds,107,324,JasonScottLee,699,305070,Action|Adventure|Drama|History|Romance,EsaiMorales,RapaNui ,1592,SandrineHolt,English,USA,R,20000000,1994,533,6.4,399
0,0,1,1,1,0,KevinMunroe,107,311,LauraSpencer,403,1183354,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,MarcoSt.John,DylanDog:DeadofNight ,1577,AnitaBriem,English,USA,PG-13,20000000,2010,368,5.1,0
0,0,0,0,0,1,DanielAlgrant,100,442,RichardSchiff,14000,121972,Crime|Drama|Mystery,AlPacino,PeopleIKnow ,15612,MarkWebber,English,USA,R,22000000,2002,506,5.5,217
0,1,0,0,1,1,JulieTaymor,110,181,ReeveCarney,3000,263365,Comedy|Drama|Fantasy|Romance,DjimonHounsou,TheTempest ,3785,TomConti,English,USA,PG-13,20000000,2010,602,5.4,0
0,1,0,0,0,1,JohnCurran,125,7,SallyHawkins,2000,8047690,Drama|Romance,TobyJones,ThePaintedVeil ,2608,AlanDavid,Mandarin,China,PG-13,19400000,2006,594,7.5,0
0,0,1,0,0,1,UliEdel,184,155,AlexandraMariaLara,486,476270,Action|Biography|Crime|Drama,MoritzBleibtreu,TheBaaderMeinhofComplex ,1601,MartinaGedeck,German,Germany,R,20000000,2008,471,7.4,0
1,0,0,0,0,1,KevinCostner,236,232,MichaelSpears,933,184208848,Adventure|Drama|Western,MaryMcDonnell,DanceswithWolves ,2398,MauryChaykin,English,USA,PG-13,22000000,1990,839,8.0,0
0,0,0,0,1,0,JakeKasdan,97,384,JohnMichaelHiggins,3000,100292856,Comedy,JustinTimberlake,BadTeacher ,5547,PhyllisSmith,English,USA,R,20000000,2011,957,5.7,16000
0,0,0,1,0,1,HaroldBecker,113,551,MichaelO'Neill,14000,58571513,Crime|Drama|Mystery|Thriller,AlPacino,SeaofLove ,15914,EllenBarkin,English,USA,R,19000000,1989,599,6.8,0
0,1,0,0,1,0,MarkRosman,95,528,LinShaye,1000,51431160,Comedy|Family|Romance,DanByrd,ACinderellaStory ,3092,JulieGonzalo,English,USA,PG,20000000,2004,852,5.9,0
0,0,0,0,0,0,WesCraven,103,157,W.EarlBrown,611,103001286,Horror|Mystery,DavidArquette,Scream ,1212,RogerJackson,English,USA,R,15000000,1996,422,7.2,11000
0,0,0,0,0,0,SteveBeck,91,670,EmbethDavidtz,1000,41867960,Horror,ShannonElizabeth,Thir13enGhosts ,3023,F.MurrayAbraham,English,USA,R,20000000,2001,795,5.5,0
1,0,0,0,1,0,RobertZemeckis,116,459,ThomasF.Wilson,1000,210609762,Adventure|Comedy|Sci-Fi,LeaThompson,BacktotheFuture ,3230,J.J.Cohen,English,USA,PG,19000000,1985,690,8.5,39000
0,0,0,1,0,0,WilliamMalone,93,545,PeterGallagher,885,40846082,Horror|Mystery|Thriller,JeffreyCombs,HouseonHauntedHill ,2872,BridgetteWilson-Sampras,English,USA,R,19000000,1999,828,5.6,0
0,0,0,0,1,1,TylerPerry,113,256,MaryJ.Blige,607,51697449,Comedy|Drama,EricMendenhall,ICanDoBadAllbyMyself ,1465,HopeOlaideWilson,English,USA,PG-13,13000000,2009,269,4.1,1000
0,1,0,0,1,1,JoshGordon,101,110,ScottElrod,544,27758465,Comedy|Drama|Romance,CarolineDhavernas,TheSwitch ,1292,KelliBarrett,English,USA,PG-13,19000000,2010,449,6.1,0
0,1,0,0,1,0,ShawnLevy,95,306,DavidAgranov,500,56127162,Comedy|Romance,TaranKillam,JustMarried ,2020,DavidMoscow,English,USA,PG-13,18000000,2003,308,5.4,0
0,0,0,1,0,1,LeeTamahori,109,521,DominicCooper,31000,1357042,Biography|Drama|Thriller,MemFerda,TheDevil'sDouble ,35561,LudivineSagnier,English,Belgium,R,15000000,2011,3000,7.1,14000
1,0,0,0,1,1,BrittAllcroft,85,402,ColmFeore,1000,15911333,Adventure|Comedy|Drama|Family|Fantasy,MaraWilson,ThomasandtheMagicRailroad ,2429,PeterFonda,English,UK,G,19000000,2000,539,3.6,663
0,0,0,1,0,0,BreckEisner,101,219,GlennMorshower,991,39103378,Horror|Thriller,RadhaMitchell,TheCrazies ,2609,JohnAylward,English,USA,R,20000000,2010,894,6.5,0
1,0,0,0,0,0,HayaoMiyazaki,125,7,RyûnosukeKamiki,17,10049886,Adventure|Animation|Family|Fantasy,BuntaSugawara,SpiritedAway ,44,MiyuIrino,Japanese,Japan,PG,19000000,2001,10,8.6,28000
1,1,1,0,0,1,RogerDonaldson,132,1000,AnthonyHopkins,14000,8600000,Action|Adventure|Drama|History|Romance,LiamNeeson,TheBounty ,28094,LaurenceOlivier,English,UK,PG,25000000,1984,12000,7.0,1000
0,0,0,0,0,1,BrianPercival,131,326,SophieNélisse,876,21483154,Drama|War,EmilyWatson,TheBookThief ,1985,RogerAllam,English,USA,PG-13,19000000,2013,526,7.6,53000
1,1,0,0,1,0,SeanAnders,129,630,MichaelCudlitz,948,8396942,Adventure|Comedy|Romance,KatrinaBowden,SexDrive ,4324,AliceGreczyn,English,USA,R,19000000,2008,822,6.5,0
0,1,0,0,1,0,AnandTucker,100,356,KaitlinOlson,3000,12561,Comedy|Romance,AdamScott,LeapYear ,4094,DominiqueMcElligott,English,USA,PG,19000000,2010,547,6.4,13000
0,1,0,0,1,1,MichaelDowse,97,562,MichaelBiehn,2000,6923891,Comedy|Drama|Romance,TopherGrace,TakeMeHomeTonight ,5519,DanFogler,English,USA,R,23000000,2011,2000,6.3,0
0,0,0,0,0,0,EmileArdolino,92,0,KyraNichols,2,2119994,Family|Fantasy|Music,DarciKistler,TheNutcracker ,2,MargaretTracey,English,USA,G,19000000,1993,0,5.7,238
0,0,0,1,0,1,RobertAltman,116,530,JenniferJasonLeigh,12000,1292527,Crime|Drama|Music|Thriller,SteveBuscemi,KansasCity ,14579,MirandaRichardson,English,France,R,19000000,1996,1000,6.3,228
0,0,0,1,0,1,AndrewDouglas,90,16000,ChloëGraceMoretz,87000,64255243,Drama|Horror|Mystery|Thriller,JimmyBennett,TheAmityvilleHorror ,120797,RyanReynolds,English,USA,R,19000000,2005,17000,6.0,0
0,0,0,0,1,1,SpikeJonze,81,836,MerylStreep,12000,22245861,Comedy|Drama,NicolasCage,Adaptation. ,25489,RogerWillie,English,USA,R,19000000,2002,11000,7.7,0
0,0,0,0,0,0,GeorgeA.Romero,97,233,ShawnRoberts,654,20433940,Horror,TonyNappo,LandoftheDead ,1876,PedroMiguelArce,English,Canada,R,15000000,2005,529,6.2,0
1,0,0,0,1,1,TerryGilliam,118,551,MichaelJeter,40000,10562387,Adventure|Comedy|Drama,JohnnyDepp,FearandLoathinginLasVegas ,43105,EllenBarkin,English,USA,R,18500000,1998,693,7.7,15000
0,1,0,0,1,0,RickyGervais,100,985,TinaFey,3000,18439082,Comedy|Fantasy|Romance,JenniferGarner,TheInventionofLying ,7252,MartinStarr,English,USA,PG-13,18500000,2009,2000,6.4,13000
0,0,0,0,1,0,NicholasStoller,97,329,CarlaGallo,920,150056505,Comedy,CraigRoberts,Neighbors ,2771,IkeBarinholtz,English,USA,R,18000000,2014,798,6.4,21000
0,0,1,0,1,0,ChuckRussell,114,360,AmyYasbeck,789,119938730,Action|Comedy|Crime|Fantasy,PeterGreene,TheMask ,2085,RegE.Cathey,English,USA,PG-13,18000000,1994,424,6.9,0
0,1,0,0,1,1,PennyMarshall,130,697,JonLovitz,15000,114968774,Comedy|Drama|Family|Fantasy|Romance,TomHanks,Big ,28018,JohnHeard,English,USA,PG,18000000,1988,11000,7.3,0
0,0,0,0,1,0,LarryCharles,82,6,KenDavitian,332,128505958,Comedy,Luenell,Borat:CulturalLearningsofAmericaforMakeBenefitGloriousNationofKazakhstan ,505,Chester,English,USA,R,18000000,2006,165,7.3,0
0,1,0,0,1,0,RobertLuketic,96,584,RaquelWelch,2000,95001351,Comedy|Romance,LindaCardellini,LegallyBlonde ,4380,AlannaUbach,English,USA,PG-13,18000000,2001,788,6.2,0
1,0,1,0,0,0,LeonardNimoy,105,643,NichelleNichols,12000,76400000,Action|Adventure|Sci-Fi,LeonardNimoy,StarTrekIII:TheSearchforSpock ,14762,WalterKoenig,English,USA,PG,17000000,1984,664,6.6,0
0,0,0,1,0,1,ScottDerrickson,122,457,ColmFeore,1000,75072454,Drama|Horror|Thriller,TomWilkinson,TheExorcismofEmilyRose ,2759,JRBourne,English,USA,PG-13,20000000,2005,539,6.7,0
0,1,0,0,1,0,MikeMitchell,88,489,EddieGriffin,1000,65535067,Comedy|Romance,AmyPoehler,DeuceBigalow:MaleGigolo ,2604,BreeTurner,English,USA,R,17000000,1999,489,5.7,0
0,0,1,1,0,1,VicArmstrong,110,734,LeaThompson,12000,13998282,Action|Drama|Fantasy|Mystery|Thriller,NicolasCage,LeftBehind ,15044,QuintonAaron,English,USA,PG-13,16000000,2014,1000,3.1,31000
0,1,0,0,1,1,ThomasBezucha,103,172,PaulSchneider,723,6061759,Comedy|Drama|Romance,CraigT.Nelson,TheFamilyStone ,1615,TyroneGiordano,English,USA,PG-13,17000000,2005,552,6.3,0
0,0,0,0,1,1,KevinRodneySullivan,106,521,SeanPatrickThomas,748,64955956,Comedy|Drama,HarryLennix,Barbershop2:BackinBusiness ,3956,KenanThompson,English,USA,PG-13,18000000,2004,656,5.7,265
0,0,0,0,1,1,TerryZwigoff,98,566,TonyCox,1000,60057639,Comedy|Crime|Drama,BernieMac,BadSanta ,3151,AlexBorstein,English,USA,R,18000000,2003,624,7.1,10000
0,0,0,0,1,0,JayRoach,68,481,CharlesNapier,8000,53868030,Comedy|Crime,WillFerrell,AustinPowers:InternationalManofMystery ,10557,RobertWagner,English,USA,PG-13,17000000,1997,503,7.0,0
0,1,0,0,1,0,KirkJones,94,261,LouisMandylor,567,59573085,Comedy|Family|Romance,NiaVardalos,MyBigFatGreekWedding2 ,2259,JoeyFatone,English,USA,PG-13,18000000,2016,312,6.1,19000
0,0,0,0,1,0,DavidBowers,99,557,RachaelHarris,975,52691009,Comedy|Family,ZacharyGordon,DiaryofaWimpyKid:RodrickRules ,3567,FranKranz,English,USA,PG,21000000,2011,569,6.6,0
0,0,1,0,0,0,JohnMcTiernan,107,794,BillDuke,1000,59735548,Action|Horror|Sci-Fi,ShaneBlack,Predator ,4223,CarlWeathers,English,USA,R,15000000,1987,1000,7.8,13000
0,0,0,0,0,1,MilosForman,180,521,F.MurrayAbraham,692,51600000,Biography|Drama|History|Music,JeffreyJones,Amadeus ,3076,TomHulce,English,USA,R,18000000,1984,670,8.3,16000
0,0,0,0,0,0,NelsonMcCormick,89,458,ScottPorter,2000,43818159,Horror|Mystery,Ming-NaWen,PromNight ,4867,CollinsPennie,English,USA,PG-13,20000000,2008,690,3.9,1000
0,0,0,0,1,0,MarkWaters,97,625,AmyPoehler,2000,86049418,Comedy,TinaFey,MeanGirls ,5032,NeilFlynn,English,USA,PG-13,17000000,2004,1000,7.0,0
0,1,0,0,1,1,AudreyWells,113,148,LindsayDuncan,727,43601508,Comedy|Drama|Romance,RaoulBova,UndertheTuscanSun ,1310,MarioMonicelli,English,USA,PG-13,18000000,2003,171,6.7,0
0,0,0,0,0,1,RobertAltman,131,555,BobBalaban,1000,41300105,Drama|Mystery,KristinScottThomas,GosfordPark ,3261,TomHollander,English,UK,R,19800000,2001,559,7.3,0
0,1,0,0,1,1,FrancisFordCoppola,103,805,KathleenTurner,12000,41382841,Comedy|Drama|Fantasy|Romance,NicolasCage,PeggySueGotMarried ,14672,JoanAllen,English,USA,PG-13,18000000,1986,899,6.3,0
0,1,0,0,1,1,AlejandroG.Iñárritu,119,529,NaomiWatts,15000,42335698,Comedy|Drama|Romance,EmmaStone,Birdmanor(TheUnexpectedVirtueofIgnorance) ,21668,MerrittWever,English,USA,R,18000000,2014,6000,7.8,114000
0,0,0,0,0,1,WoodyAllen,98,218,CharlieTahan,594,33404871,Drama,SallyHawkins,BlueJasmine ,1353,AndrewDiceClay,English,USA,PG-13,18000000,2013,268,7.3,36000
0,0,0,1,0,1,PaulGreengrass,111,64,DavidAlanBasche,97,31471430,Drama|History|Thriller,ChristianClemenson,United93 ,313,SusanBlommaert,English,USA,R,15000000,2006,68,7.6,0
0,1,0,0,0,1,BilleWoodruff,94,582,MekhiPhifer,2000,30222640,Drama|Music|Romance,ChristianMonzon,Honey ,4868,RomeoMiller,English,USA,PG-13,25000000,2003,1000,5.3,0
0,0,0,0,0,1,EdwardZwick,122,2000,MorganFreeman,18000,26830000,Drama|History|War,DenzelWashington,Glory ,32930,MatthewBroderick,English,USA,R,18000000,1989,11000,7.9,0
0,0,1,0,1,0,RickFriedberg,81,341,BarryBostwick,844,26906039,Action|Comedy,HulkHogan,SpyHard ,2653,NicolletteSheridan,English,USA,PG-13,18000000,1996,456,5.3,588
0,0,0,0,0,0,JohnCarpenter,89,606,HalHolbrook,2000,21378000,Fantasy|Horror,JamieLeeCurtis,TheFog ,4877,JanetLeigh,English,USA,R,1000000,1980,826,6.8,7000
0,0,0,0,0,1,SeanMcNamara,106,723,ChrisBrochu,2000,43853424,Biography|Drama|Family|Sport,DennisQuaid,SoulSurfer ,5024,CraigT.Nelson,English,USA,PG,18000000,2011,795,7.1,15000
0,0,0,0,1,1,JodyHill,86,59,CeliaWeston,390,23993605,Comedy|Crime|Drama,ColletteWolfe,ObserveandReport ,727,DanBakkedahl,English,USA,R,18000000,2009,258,5.8,0
1,0,1,0,0,0,RichardFleischer,103,406,Oliviad'Abo,691,26400000,Action|Adventure|Fantasy,Mako,ConantheDestroyer ,2481,GraceJones,English,USA,PG,18000000,1984,476,5.8,2000
0,0,0,0,0,1,MartinScorsese,121,356,CathyMoriarty,22000,45250,Biography|Drama|Sport,RobertDeNiro,RagingBull ,23008,FrankVincent,English,USA,R,18000000,1980,394,8.3,0
0,1,0,0,0,1,BrandonCamp,109,827,SashaAlexander,2000,22927390,Drama|Romance,JudyGreer,LoveHappens ,4947,FrancesConroy,English,USA,PG-13,18000000,2009,980,5.6,0
1,0,0,1,0,0,BarryLevinson,109,124,RogerAshton-Griffiths,155,4250320,Adventure|Fantasy|Mystery|Thriller,NicholasRowe,YoungSherlockHolmes ,605,FreddieJones,English,USA,PG-13,18000000,1985,144,6.8,0
0,1,0,0,1,1,KevinTancharoen,123,637,KayPanabaker,808,22452209,Comedy|Drama|Musical|Romance,KelseyGrammer,Fame ,5734,MeganMullally,English,USA,PG,18000000,2009,720,5.0,0
1,0,0,1,0,1,DannyBoyle,94,223,TreatWilliams,11000,18329466,Adventure|Biography|Drama|Thriller,JamesFranco,127Hours ,11984,KateBurton,English,USA,R,18000000,2010,642,7.6,63000
0,0,0,0,1,0,WoodyAllen,94,975,JonLovitz,11000,17071230,Comedy|Crime,WoodyAllen,SmallTimeCrooks ,23283,MichaelRapaport,English,USA,PG,18000000,2000,11000,6.7,812
0,1,0,0,0,1,NicholasHytner,115,111,SusanMayPratt,757,17174870,Drama|Music|Romance,AmandaSchull,CenterStage ,1201,EthanStiefel,English,USA,PG-13,18000000,2000,220,6.7,0
0,0,0,0,1,0,JessieNelson,107,85,AlexBorstein,10000,26284475,Comedy,OliviaWilde,LovetheCoopers ,10691,TimothéeChalamet,English,USA,PG-13,17000000,2015,566,5.7,0
0,0,0,0,1,0,BartFreundlich,91,362,CorbinBleu,17000,16702864,Comedy|Crime,KristenStewart,CatchThatKid ,18711,KevinG.Schmidt,English,USA,PG,18000000,2004,632,5.2,591
0,0,0,0,0,1,IrwinWinkler,125,1000,HaydenChristensen,16000,15561627,Drama,IanSomerhalder,LifeasaHouse ,21622,KristinScottThomas,English,USA,R,18000000,2001,4000,7.5,0
0,0,0,0,0,1,DannyBoyle,122,816,MichaelFassbender,14000,17750583,Biography|Drama,KateWinslet,SteveJobs ,28933,MichaelStuhlbarg,English,UK,R,30000000,2015,13000,7.2,23000
